	tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes	releaseDate	posterURL	releaseCountry
133	120667	movie	Fantastic Four	Fantastic Four	0	2005	\N	106	Action,Adventure,Fantasy	5.7	294317	2005-07-08	https://m.media-amazon.com/images/M/MV5BNWU1ZjFjMTctYjA5ZC00YTBkLTkzZjUtZWEyMjgxY2MxYWM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
134	120689	movie	The Green Mile	The Green Mile	0	1999	\N	189	Crime,Drama,Fantasy	8.6	994914	1999-12-10	https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_SY150_CR0,0,101,150_.jpg	USA
135	120735	movie	Lock, Stock and Two Smoking Barrels	Lock, Stock and Two Smoking Barrels	0	1998	\N	107	Comedy,Crime	8.2	488119	1998-08-28	https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX101_CR0,0,101,150_.jpg	UK
136	120737	movie	The Lord of the Rings: The Fellowship of the Ring	The Lord of the Rings: The Fellowship of the Ring	0	2001	\N	178	Adventure,Drama,Fantasy	8.8	1485507	2001-12-19	https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SY150_CR0,0,101,150_.jpg	USA
137	120755	movie	Mission: Impossible II	Mission: Impossible II	0	2000	\N	123	Action,Adventure,Thriller	6.1	287559	2000-05-24	https://m.media-amazon.com/images/M/MV5BN2RkYWVkZDQtNTMxMi00NWQ4LWE2ODctNmQzOWM2NjQzYzdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX101_CR0,0,101,150_.jpg	USA
138	120815	movie	Saving Private Ryan	Saving Private Ryan	0	1998	\N	169	Drama,War	8.6	1090620	1998-07-24	https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SY150_CR0,0,101,150_.jpg	USA
139	120903	movie	X-Men	X-Men	0	2000	\N	104	Action,Adventure,Sci-Fi	7.4	528479	2000-07-14	https://m.media-amazon.com/images/M/MV5BZmIyMDk5NGYtYjQ5NS00ZWQxLTg2YzQtZDk1ZmM4ZDBlN2E3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
140	120912	movie	Men in Black II	Men in Black II	0	2002	\N	88	Action,Adventure,Comedy	6.1	308910	2002-07-03	https://m.media-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1_SY150_CR0,0,101,150_.jpg	USA
141	120915	movie	Star Wars: Episode I - The Phantom Menace	Star Wars: Episode I - The Phantom Menace	0	1999	\N	136	Action,Adventure,Fantasy	6.5	645264	1999-05-19	https://m.media-amazon.com/images/M/MV5BYTRhNjcwNWQtMGJmMi00NmQyLWE2YzItODVmMTdjNWI0ZDA2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX101_CR0,0,101,150_.jpg	USA
142	121765	movie	Star Wars: Episode II - Attack of the Clones	Star Wars: Episode II - Attack of the Clones	0	2002	\N	142	Action,Adventure,Fantasy	6.6	566563	2002-05-16	https://m.media-amazon.com/images/M/MV5BMDAzM2M0Y2UtZjRmZi00MzVlLTg4MjEtOTE3NzU5ZDVlMTU5XkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX101_CR0,0,101,150_.jpg	USA
143	121766	movie	Star Wars: Episode III - Revenge of the Sith	Star Wars: Episode III - Revenge of the Sith	0	2005	\N	140	Action,Adventure,Fantasy	7.6	631371	2005-05-19	https://m.media-amazon.com/images/M/MV5BNTc4MTc3NTQ5OF5BMl5BanBnXkFtZTcwOTg0NjI4NA@@._V1_SY150_CR6,0,101,150_.jpg	USA
144	126029	movie	Shrek	Shrek	0	2001	\N	90	Adventure,Animation,Comedy	7.9	553953	2001-05-18	https://m.media-amazon.com/images/M/MV5BOGZhM2FhNTItODAzNi00YjA0LWEyN2UtNjJlYWQzYzU1MDg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
145	129387	movie	There's Something About Mary	There's Something About Mary	0	1998	\N	119	Comedy,Romance	7.1	272973	1998-07-15	https://m.media-amazon.com/images/M/MV5BZWFlZjE5OTYtNWY0ZC00MzgzLTg5MjUtYTFkZjk2NjJkYjM0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX101_CR0,0,101,150_.jpg	USA
146	133093	movie	The Matrix	The Matrix	0	1999	\N	136	Action,Sci-Fi	8.7	1481672	1999-03-31	https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg	USA
147	137523	movie	Fight Club	Fight Club	0	1999	\N	139	Drama	8.8	1650908	1999-10-15	https://m.media-amazon.com/images/M/MV5BMjJmYTNkNmItYjYyZC00MGUxLWJhNWMtZDY4Nzc1MDAwMzU5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR0,0,101,150_.jpg	USA
148	139654	movie	Training Day	Training Day	0	2001	\N	122	Crime,Drama,Thriller	7.7	353048	2001-10-05	https://m.media-amazon.com/images/M/MV5BMDZkMTUxYWEtMDY5NS00ZTA5LTg3MTItNTlkZWE1YWRjYjMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
149	144084	movie	American Psycho	American Psycho	0	2000	\N	101	Crime,Drama	7.6	424222	2000-04-14	https://m.media-amazon.com/images/M/MV5BZTM2ZGJmNjQtN2UyOS00NjcxLWFjMDktMDE2NzMyNTZlZTBiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR0,0,101,150_.jpg	USA
150	145487	movie	Spider-Man	Spider-Man	0	2002	\N	121	Action,Adventure,Sci-Fi	7.3	630963	2002-05-03	https://m.media-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SY150_CR0,0,101,150_.jpg	USA
151	147800	movie	10 Things I Hate About You	10 Things I Hate About You	0	1999	\N	97	Comedy,Drama,Romance	7.3	265783	1999-03-31	https://m.media-amazon.com/images/M/MV5BMmVhZjhlZDYtMDAwZi00MDcyLTgzOTItOWNiZjY0YmE0MGE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
152	162222	movie	Cast Away	Cast Away	0	2000	\N	143	Adventure,Drama,Romance	7.8	466935	2000-12-22	https://m.media-amazon.com/images/M/MV5BN2Y5ZTU4YjctMDRmMC00MTg4LWE1M2MtMjk4MzVmOTE4YjkzXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SY150_CR0,0,101,150_.jpg	USA
153	162661	movie	Sleepy Hollow	Sleepy Hollow	0	1999	\N	105	Fantasy,Horror,Mystery	7.4	303141	1999-11-19	https://m.media-amazon.com/images/M/MV5BMTQ4Yjk5ODEtNGFkOS00OTY1LTgwYTYtOTFkNmU2NzBmNGM2XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX101_CR0,0,101,150_.jpg	USA
154	163025	movie	Jurassic Park III	Jurassic Park III	0	2001	\N	92	Action,Adventure,Sci-Fi	5.9	269105	2001-07-18	https://m.media-amazon.com/images/M/MV5BZDMyZGJjOGItYjJkZC00MDVlLWE0Y2YtZGIwMDExYWE3MGQ3XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SY150_CR0,0,101,150_.jpg	USA
155	163651	movie	American Pie	American Pie	0	1999	\N	95	Comedy	7.0	349839	1999-07-09	https://m.media-amazon.com/images/M/MV5BMTg3ODY5ODI1NF5BMl5BanBnXkFtZTgwMTkxNTYxMTE@._V1_SY150_CR0,0,101,150_.jpg	USA
156	166924	movie	Mulholland Dr.	Mulholland Dr.	0	2001	\N	147	Drama,Mystery,Thriller	8.0	287477	2001-10-19	https://m.media-amazon.com/images/M/MV5BNWM2MDZmMDgtYjViOS00YzBmLWE4YzctMDMyYTQ2YTc4MmVkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX101_CR0,0,101,150_.jpg	USA
157	167190	movie	Hellboy	Hellboy	0	2004	\N	122	Action,Fantasy,Horror	6.9	282263	2004-04-02	https://m.media-amazon.com/images/M/MV5BNTc1ZWY0ZTEtZTVmNi00MTg0LTg4NmQtZTI4OWNiMmQ0MWZkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY150_CR4,0,101,150_.jpg	USA
158	167260	movie	The Lord of the Rings: The Return of the King	The Lord of the Rings: The Return of the King	0	2003	\N	201	Adventure,Drama,Fantasy	8.9	1468939	2003-12-17	https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR0,0,101,150_.jpg	USA
159	167261	movie	The Lord of the Rings: The Two Towers	The Lord of the Rings: The Two Towers	0	2002	\N	179	Adventure,Drama,Fantasy	8.7	1328369	2002-12-18	https://m.media-amazon.com/images/M/MV5BNGE5MzIyNTAtNWFlMC00NDA2LWJiMjItMjc4Yjg1OWM5NzhhXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR1,0,101,150_.jpg	USA
160	167404	movie	The Sixth Sense	The Sixth Sense	0	1999	\N	107	Drama,Mystery,Thriller	8.1	834223	1999-08-06	https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SY150_CR0,0,101,150_.jpg	USA
161	169547	movie	American Beauty	American Beauty	0	1999	\N	122	Drama	8.4	978329	1999-10-01	https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg	USA
162	172495	movie	Gladiator	Gladiator	0	2000	\N	155	Action,Adventure,Drama	8.5	1192836	2000-05-05	https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg	USA
163	175880	movie	Magnolia	Magnolia	0	1999	\N	188	Drama	8.0	267753	2000-01-07	https://m.media-amazon.com/images/M/MV5BZjk3YThkNDktNjZjMS00MTBiLTllNTAtYzkzMTU0N2QwYjJjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX101_CR0,0,101,150_.jpg	USA
164	180093	movie	Requiem for a Dream	Requiem for a Dream	0	2000	\N	102	Drama	8.3	690776	2000-12-15	https://m.media-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg	USA
165	181689	movie	Minority Report	Minority Report	0	2002	\N	145	Action,Crime,Mystery	7.7	464830	2002-06-21	https://m.media-amazon.com/images/M/MV5BZTI3YzZjZjEtMDdjOC00OWVjLTk0YmYtYzI2MGMwZjFiMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
166	181852	movie	Terminator 3: Rise of the Machines	Terminator 3: Rise of the Machines	0	2003	\N	109	Action,Sci-Fi	6.3	345397	2003-07-02	https://m.media-amazon.com/images/M/MV5BMTk5NzM1ODgyN15BMl5BanBnXkFtZTcwMzA5MjAzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
167	190590	movie	O Brother, Where Art Thou?	O Brother, Where Art Thou?	0	2000	\N	107	Adventure,Comedy,Crime	7.8	261992	2001-02-02	https://m.media-amazon.com/images/M/MV5BMjZkOTdmMWItOTkyNy00MDdjLTlhNTQtYzU3MzdhZjA0ZDEyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg	USA
168	198781	movie	Monsters, Inc.	Monsters, Inc.	0	2001	\N	92	Adventure,Animation,Comedy	8.1	727681	2001-11-02	https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_SY150_CR0,0,101,150_.jpg	USA
169	203009	movie	Moulin Rouge!	Moulin Rouge!	0	2001	\N	127	Drama,Musical,Romance	7.6	250053	2001-06-01	https://m.media-amazon.com/images/M/MV5BMWFhYjliNjYtYjNhNS00OGExLWFhMjQtNDgwOWYyNWJiYzhmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg	USA
170	206634	movie	Children of Men	Children of Men	0	2006	\N	109	Drama,Sci-Fi,Thriller	7.9	425644	2007-01-05	https://m.media-amazon.com/images/M/MV5BMTQ5NTI2NTI4NF5BMl5BanBnXkFtZTcwNjk2NDA2OQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
171	208092	movie	Snatch	Snatch	0	2000	\N	104	Comedy,Crime	8.3	709200	2001-01-19	https://m.media-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SY150_CR1,0,101,150_.jpg	USA
172	209144	movie	Memento	Memento	0	2000	\N	113	Mystery,Thriller	8.5	1017663	2001-05-25	https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg	USA
173	209163	movie	The Mummy Returns	The Mummy Returns	0	2001	\N	130	Action,Adventure,Fantasy	6.4	281464	2001-05-04	https://m.media-amazon.com/images/M/MV5BMjE2NzU1NTk2MV5BMl5BanBnXkFtZTgwMjIwMzcxMTE@._V1_SX101_CR0,0,101,150_.jpg	USA
174	211915	movie	Amélie	Le fabuleux destin d'Amélie Poulain	0	2001	\N	122	Comedy,Romance	8.3	643577	2002-02-08	https://m.media-amazon.com/images/M/MV5BNDg4NjM1YjMtYmNhZC00MjM0LWFiZmYtNGY1YjA3MzZmODc5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX101_CR0,0,101,150_.jpg	USA
175	212338	movie	Meet the Parents	Meet the Parents	0	2000	\N	108	Comedy,Romance	7.0	290895	2000-10-06	https://m.media-amazon.com/images/M/MV5BMGNlMGZiMmUtZjU0NC00MWU4LWI0YTgtYzdlNGVhZGU4NWZlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg	USA
176	212720	movie	A.I. Artificial Intelligence	Artificial Intelligence: AI	0	2001	\N	146	Adventure,Drama,Sci-Fi	7.1	272029	2001-06-29	https://m.media-amazon.com/images/M/MV5BNWU2NzEyMDYtM2MyOS00OGM3LWFkNzAtMzRiNzE2ZjU5ZTljXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg	USA
177	213149	movie	Pearl Harbor	Pearl Harbor	0	2001	\N	183	Action,Drama,History	6.1	290549	2001-05-25	https://m.media-amazon.com/images/M/MV5BMTQ3MDc0MDc1NF5BMl5BanBnXkFtZTYwODI1ODY2._V1_SY150_CR0,0,101,150_.jpg	USA
178	217505	movie	Gangs of New York	Gangs of New York	0	2002	\N	167	Crime,Drama	7.5	367450	2002-12-20	https://m.media-amazon.com/images/M/MV5BNDg3MmI1ZDYtMDZjYi00ZWRlLTk4NzEtZjY4Y2U0NjE5YmRiXkEyXkFqcGdeQXVyNzAxMjE1NDg@._V1_SY150_CR0,0,101,150_.jpg	USA
179	217869	movie	Unbreakable	Unbreakable	0	2000	\N	106	Drama,Mystery,Sci-Fi	7.3	339200	2000-11-22	https://m.media-amazon.com/images/M/MV5BMDIwMjAxNzktNmEzYS00ZDY5LWEyZjktM2Y0MmUzZDkyYmZkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SY150_CR0,0,101,150_.jpg	USA
180	230600	movie	The Others	The Others	0	2001	\N	101	Horror,Mystery,Thriller	7.6	310608	2001-08-10	https://m.media-amazon.com/images/M/MV5BMTAxMDE4Mzc3ODNeQTJeQWpwZ15BbWU4MDY2Mjg4MDcx._V1_SY150_CR0,0,101,150_.jpg	USA
181	232500	movie	The Fast and the Furious	The Fast and the Furious	0	2001	\N	106	Action,Crime,Thriller	6.8	316918	2001-06-22	https://m.media-amazon.com/images/M/MV5BNzlkNzVjMDMtOTdhZC00MGE1LTkxODctMzFmMjkwZmMxZjFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg	USA
182	234215	movie	The Matrix Reloaded	The Matrix Reloaded	0	2003	\N	138	Action,Sci-Fi	7.2	473109	2003-05-15	https://m.media-amazon.com/images/M/MV5BODE0MzZhZTgtYzkwYi00YmI5LThlZWYtOWRmNWE5ODk0NzMxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg	USA
183	238380	movie	Equilibrium	Equilibrium	0	2002	\N	107	Action,Drama,Sci-Fi	7.5	293764	2002-12-06	https://m.media-amazon.com/images/M/MV5BMTkzMzA1OTI3N15BMl5BanBnXkFtZTYwMzUyMDg5._V1_SY150_CR0,0,101,150_.jpg	USA
184	240772	movie	Ocean's Eleven	Ocean's Eleven	0	2001	\N	116	Crime,Thriller	7.8	469239	2001-12-07	https://m.media-amazon.com/images/M/MV5BYzVmYzVkMmUtOGRhMi00MTNmLThlMmUtZTljYjlkMjNkMjJkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SY150_CR0,0,101,150_.jpg	USA
185	241527	movie	Harry Potter and the Sorcerer's Stone	Harry Potter and the Sorcerer's Stone	0	2001	\N	152	Adventure,Family,Fantasy	7.6	561722	2001-11-16	https://m.media-amazon.com/images/M/MV5BNjQ3NWNlNmQtMTE5ZS00MDdmLTlkZjUtZTBlM2UxMGFiMTU3XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SY150_CR0,0,101,150_.jpg	USA
186	242653	movie	The Matrix Revolutions	The Matrix Revolutions	0	2003	\N	129	Action,Sci-Fi	6.7	410687	2003-11-05	https://m.media-amazon.com/images/M/MV5BNzNlZTZjMDctZjYwNi00NzljLWIwN2QtZWZmYmJiYzQ0MTk2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
187	245429	movie	Spirited Away	Sen to Chihiro no kamikakushi	0	2001	\N	125	Adventure,Animation,Family	8.6	546081	2003-03-28	https://m.media-amazon.com/images/M/MV5BOGJjNzZmMmUtMjljNC00ZjU5LWJiODQtZmEzZTU0MjBlNzgxL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
188	246578	movie	Donnie Darko	Donnie Darko	0	2001	\N	113	Drama,Sci-Fi,Thriller	8.1	690488	2001-10-26	https://m.media-amazon.com/images/M/MV5BZjZlZDlkYTktMmU1My00ZDBiLWFlNjEtYTBhNjVhOTM4ZjJjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX101_CR0,0,101,150_.jpg	USA
189	253474	movie	The Pianist	The Pianist	0	2002	\N	150	Biography,Drama,Music	8.5	630048	2003-03-28	https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR4,0,101,150_.jpg	USA
190	258463	movie	The Bourne Identity	The Bourne Identity	0	2002	\N	119	Action,Mystery,Thriller	7.9	470627	2002-06-14	https://m.media-amazon.com/images/M/MV5BM2JkNGU0ZGMtZjVjNS00NjgyLWEyOWYtZmRmZGQyN2IxZjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX101_CR0,0,101,150_.jpg	USA
191	264464	movie	Catch Me If You Can	Catch Me If You Can	0	2002	\N	141	Biography,Crime,Drama	8.1	704399	2002-12-25	https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SY150_CR0,0,101,150_.jpg	USA
192	265086	movie	Black Hawk Down	Black Hawk Down	0	2001	\N	144	Drama,History,War	7.7	335894	2002-01-18	https://m.media-amazon.com/images/M/MV5BYWMwMzQxZjQtODM1YS00YmFiLTk1YjQtNzNiYWY1MDE4NTdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SY150_CR0,0,101,150_.jpg	USA
193	266543	movie	Finding Nemo	Finding Nemo	0	2003	\N	100	Adventure,Animation,Comedy	8.1	854837	2003-05-30	https://m.media-amazon.com/images/M/MV5BZjMxYzBiNjUtZDliNC00MDAyLTg3N2QtOWNjNmNhZGQzNDg5XkEyXkFqcGdeQXVyNjE2MjQwNjc@._V1_SY150_CR1,0,101,150_.jpg	USA
194	266697	movie	Kill Bill: Vol. 1	Kill Bill: Vol. 1	0	2003	\N	111	Action,Crime,Thriller	8.1	892402	2003-10-10	https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg	USA
195	268380	movie	Ice Age	Ice Age	0	2002	\N	81	Adventure,Animation,Comedy	7.5	395494	2002-03-15	https://m.media-amazon.com/images/M/MV5BMmYxZWY2NzgtYzJjZC00MDFmLTgxZTctMjRiYjdjY2FhODg3XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX101_CR0,0,101,150_.jpg	USA
196	268978	movie	A Beautiful Mind	A Beautiful Mind	0	2001	\N	135	Biography,Drama	8.2	760144	2002-01-04	https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_SX101_.jpg	USA
197	278504	movie	Insomnia	Insomnia	0	2002	\N	118	Drama,Mystery,Thriller	7.2	251318	2002-05-24	https://m.media-amazon.com/images/M/MV5BYzlkZTEyYjUtMTY5NS00ZjU0LTk5OTYtM2M0ZDg1NmNjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
198	286106	movie	Signs	Signs	0	2002	\N	106	Drama,Mystery,Sci-Fi	6.7	313210	2002-08-02	https://m.media-amazon.com/images/M/MV5BNDUwMDUyMDAyNF5BMl5BanBnXkFtZTYwMDQ3NzM3._V1_SY150_CR0,0,101,150_.jpg	USA
199	289043	movie	28 Days Later...	28 Days Later...	0	2002	\N	113	Drama,Horror,Sci-Fi	7.6	342278	2003-06-27	https://m.media-amazon.com/images/M/MV5BYTFkM2ViMmQtZmI5NS00MjQ2LWEyN2EtMTI1ZmNlZDU3MTZjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg	USA
200	289879	movie	The Butterfly Effect	The Butterfly Effect	0	2004	\N	113	Drama,Sci-Fi,Thriller	7.7	416986	2004-01-23	https://m.media-amazon.com/images/M/MV5BODNiZmY2MWUtMjFhMy00ZmM2LTg2MjYtNWY1OTY5NGU2MjdjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SY150_CR1,0,101,150_.jpg	USA
201	290334	movie	X2: X-Men United	X2	0	2003	\N	134	Action,Adventure,Sci-Fi	7.5	474346	2003-05-02	https://m.media-amazon.com/images/M/MV5BNDk0NjYxMzIzOF5BMl5BanBnXkFtZTYwMTc1MjU3._V1_SY150_CR0,0,101,150_.jpg	USA
202	293662	movie	The Transporter	The Transporter	0	2002	\N	92	Action,Crime,Thriller	6.8	267226	2002-10-11	https://m.media-amazon.com/images/M/MV5BMTk2NDc2MDAxN15BMl5BanBnXkFtZTYwNDc1NDY2._V1_SY150_CR1,0,101,150_.jpg	USA
203	295297	movie	Harry Potter and the Chamber of Secrets	Harry Potter and the Chamber of Secrets	0	2002	\N	161	Adventure,Family,Fantasy	7.4	485415	2002-11-15	https://m.media-amazon.com/images/M/MV5BMTcxODgwMDkxNV5BMl5BanBnXkFtZTYwMDk2MDg3._V1_SY150_CR0,0,101,150_.jpg	USA
204	298130	movie	The Ring	The Ring	0	2002	\N	115	Horror,Mystery	7.1	294859	2002-10-18	https://m.media-amazon.com/images/M/MV5BNDA2NTg2NjE4Ml5BMl5BanBnXkFtZTYwMjYxMDg5._V1_SY150_CR0,0,101,150_.jpg	USA
205	298148	movie	Shrek 2	Shrek 2	0	2004	\N	93	Adventure,Animation,Comedy	7.2	375673	2004-05-19	https://m.media-amazon.com/images/M/MV5BMDJhMGRjN2QtNDUxYy00NGM3LThjNGQtMmZiZTRhNjM4YzUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
206	304141	movie	Harry Potter and the Prisoner of Azkaban	Harry Potter and the Prisoner of Azkaban	0	2004	\N	142	Adventure,Family,Fantasy	7.9	481725	2004-06-04	https://m.media-amazon.com/images/M/MV5BMTY4NTIwODg0N15BMl5BanBnXkFtZTcwOTc0MjEzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
207	314331	movie	Love Actually	Love Actually	0	2003	\N	135	Comedy,Drama,Romance	7.6	382896	2003-11-14	https://m.media-amazon.com/images/M/MV5BMTY4NjQ5NDc0Nl5BMl5BanBnXkFtZTYwNjk5NDM3._V1_SY150_CR0,0,101,150_.jpg	USA
208	315327	movie	Bruce Almighty	Bruce Almighty	0	2003	\N	101	Comedy,Drama,Fantasy	6.7	342665	2003-05-23	https://m.media-amazon.com/images/M/MV5BNzMyZDhiZDUtYWUyMi00ZDQxLWE4NDQtMWFlMjI1YjVjMjZiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg	USA
209	316654	movie	Spider-Man 2	Spider-Man 2	0	2004	\N	127	Action,Adventure,Sci-Fi	7.3	492314	2004-06-30	https://m.media-amazon.com/images/M/MV5BMzY2ODk4NmUtOTVmNi00ZTdkLTlmOWYtMmE2OWVhNTU2OTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR4,0,101,150_.jpg	USA
210	317219	movie	Cars	Cars	0	2006	\N	117	Animation,Comedy,Family	7.1	323230	2006-06-09	https://m.media-amazon.com/images/M/MV5BMTg5NzY0MzA2MV5BMl5BanBnXkFtZTYwNDc3NTc2._V1_SY150_CR0,0,101,150_.jpg	USA
